productCode,productName,priceEach,quantityOrdered,productLine,orderNumber,orderdate,customerNumber,customerName,city,country,buyPrice,MSRP
S24_3949,"Corsair F4U ( Bird Cage)",64.15,30,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,29.34,68.24
S700_2047,"HMS Bounty",86.90,34,Ships,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,39.83,90.52
S700_2466,"America West Airlines B757-200",91.74,22,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,68.80,99.72
S700_4002,"American Airlines: MD-11S",68.11,45,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,36.27,74.03
S72_1253,"Boeing X-32A JSF",41.71,45,Planes,10178,2003-11-08,242,"Alpha Cognac",Toulouse,France,32.77,49.66
S18_2581,"P-51-D Mustang",82.79,24,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",49.00,84.48
S24_1785,"1928 British Royal Navy Airplane",105.04,47,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",66.74,109.42
S24_4278,"1900s Vintage Tri-Plane",66.65,27,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",36.23,72.45
S32_1374,"1997 BMW F650 ST",86.90,45,Motorcycles,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",66.92,99.89
S32_4289,"1928 Ford Phaeton Deluxe",63.97,24,"Vintage Cars",10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",33.02,68.79
S50_1341,"1930 Buick Marquette Phaeton",43.20,34,"Vintage Cars",10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",27.06,43.64
S700_1691,"American Airlines: B767-300",75.81,23,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",51.15,91.34
S700_2834,"ATA: B757-300",98.48,25,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",59.33,118.65
S700_3167,"F/A 18 Hornet 1/72",80.00,39,Planes,10179,2003-11-11,496,"Kelly's Gift Shop","Auckland  ","New Zealand",54.40,80.00
S10_1678,"1969 Harley Davidson Ultimate Chopper",76.56,29,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",99.91,42,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",164.61,41,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,91.02,193.66
S12_2823,"2002 Suzuki XREO",131.04,40,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,66.27,150.62
S18_2625,"1936 Harley Davidson El Knucklehead",48.46,25,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,24.23,60.57
S18_3782,"1957 Vespa GS150",59.06,21,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,32.95,62.17
S18_4721,"1957 Corvette Convertible",147.31,44,"Classic Cars",10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,69.93,148.80
S24_1578,"1997 BMW R 1100 S",98.05,48,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,60.86,112.70
S24_2000,"1960 BSA Gold Star DBD34",61.70,28,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,37.32,76.17
S24_2360,"1982 Ducati 900 Monster",60.95,35,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,47.10,69.26
S24_4620,"1961 Chevrolet Impala",68.71,28,"Classic Cars",10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,32.33,80.84
S32_2206,"1982 Ducati 996 R",33.39,34,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",102.05,22,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",74.85,21,Motorcycles,10180,2003-11-11,171,"Daedalus Designs Imports",Lille,France,34.17,81.36
S12_1099,"1968 Ford Mustang",155.66,27,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",95.34,194.57
S12_3380,"1968 Dodge Charger",113.92,28,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",75.16,117.44
S12_3990,"1970 Plymouth Hemi Cuda",67.03,20,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",31.92,79.80
S12_4675,"1969 Dodge Charger",107.10,36,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",58.73,115.16
S18_1129,"1993 Mazda RX-7",124.56,44,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",83.51,141.54
S18_1589,"1965 Aston Martin DB5",124.44,42,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",65.96,124.44
S18_1889,"1948 Porsche 356-A Roadster",74.69,22,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",53.90,77.00
S18_1984,"1995 Honda Civic",129.45,21,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",93.89,142.25
S18_2870,"1999 Indy 500 Monte Carlo SS",130.68,27,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",56.76,132.00
S18_3232,"1992 Ferrari 360 Spider red",147.33,45,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",77.90,169.34
S18_3278,"1969 Dodge Super Bee",73.17,30,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",49.05,80.41
S18_3482,"1976 Ford Gran Torino",120.53,22,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",73.49,146.99
S18_3685,"1948 Porsche Type 356 Roadster",137.04,39,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",62.16,141.28
S24_1628,"1966 Shelby Cobra 427 S/C",45.28,34,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",29.18,50.31
S24_2972,"1982 Lamborghini Diablo",32.85,37,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",16.24,37.76
S24_3371,"1971 Alpine Renault 1600s",54.49,23,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",38.58,61.23
S24_3856,"1956 Porsche 356A Coupe",122.17,25,"Classic Cars",10181,2003-11-12,167,"Herkku Gifts",Bergen,"Norway  ",98.30,140.43
S18_1342,"1937 Lincoln Berline",83.22,25,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",44.21,32,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,24.26,53.91
S18_1749,"1917 Grand Touring Sedan",159.80,44,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,86.70,170.00
S18_2248,"1911 Ford Town Car",54.49,38,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",105.52,20,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,58.48,127.13
S18_2795,"1928 Mercedes-Benz SSK",135.00,21,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,72.56,168.75
S18_3320,"1917 Maxwell Touring Car",86.31,33,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,57.54,99.21
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",88.35,36,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,43.26,92.03
S18_4933,"1957 Ford Thunderbird",61.29,44,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,34.21,71.27
S24_1046,"1970 Chevy Chevelle SS 454",63.20,47,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,49.24,73.49
S24_1937,"1939 Chevrolet Deluxe Coupe",31.86,39,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",39.87,31,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,20.61,44.80
S24_2766,"1949 Jaguar XK 120",87.24,36,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,47.25,90.87
S24_2887,"1952 Citroen-15CV",116.27,20,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,72.82,117.44
S24_3191,"1969 Chevrolet Camaro Z28",73.62,33,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,50.51,85.61
S24_3432,"2002 Chevy Corvette",95.30,49,"Classic Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,62.11,107.08
S24_3969,"1936 Mercedes Benz 500k Roadster",34.88,23,"Vintage Cars",10182,2003-11-12,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,21.75,41.03
S10_1949,"1952 Alpine Renault 1300",180.01,23,"Classic Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,98.58,214.30
S10_4962,"1962 LanciaA Delta 16V",127.06,28,"Classic Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,103.42,147.74
S12_1666,"1958 Setra Bus",114.80,41,"Trucks and Buses",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",108.50,21,"Trucks and Buses",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,58.33,116.67
S18_2949,"1913 Ford Model T Speedster",91.18,37,"Vintage Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",51.22,39,"Vintage Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",90.06,22,"Vintage Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,60.74,104.72
S18_4600,"1940s Ford truck",118.66,21,"Trucks and Buses",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,84.76,121.08
S18_4668,"1939 Cadillac Limousine",42.26,40,"Vintage Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,23.14,50.31
S24_4258,"1936 Chrysler Airflow",81.81,47,"Vintage Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,57.46,97.39
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",52.36,49,"Trucks and Buses",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,33.61,64.64
S700_2824,"1982 Camaro Z28",85.98,23,"Classic Cars",10183,2003-11-13,339,"Classic Gift Ideas, Inc",Philadelphia,USA,46.53,101.15
S12_4473,"1957 Chevy Pickup",105.47,37,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,55.70,118.50
S18_2238,"1998 Chrysler Plymouth Prowler",145.72,46,"Classic Cars",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,101.51,163.73
S18_2319,"1964 Mercedes Tour Bus",119.05,46,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,74.86,122.73
S18_2432,"1926 Ford Fire Engine",60.77,44,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,24.92,60.77
S18_3232,"1992 Ferrari 360 Spider red",165.95,28,"Classic Cars",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,77.90,169.34
S24_1444,"1970 Dodge Coronet",57.22,31,"Classic Cars",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,32.37,57.80
S24_2300,"1962 Volkswagen Microbus",117.57,24,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,61.34,127.79
S24_2840,"1958 Chevy Corvette Limited Edition",30.06,42,"Classic Cars",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,15.91,35.36
S24_4048,"1992 Porsche Cayenne Turbo Silver",114.73,49,"Classic Cars",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,69.78,118.28
S32_1268,"1980’s GM Manhattan Express",84.75,46,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,53.93,96.31
S32_2509,"1954 Greyhound Scenicruiser",52.49,33,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,25.98,54.11
S32_3207,"1950's Chicago Surface Lines Streetcar",59.03,48,Trains,10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,26.72,62.14
S50_1392,"Diamond T620 Semi-Skirted Tanker",92.60,45,"Trucks and Buses",10184,2003-11-14,484,"Iberia Gift Imports, Corp.",Sevilla,Spain,68.29,115.75
S12_1108,"2001 Ferrari Enzo",195.33,21,"Classic Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,95.59,207.80
S12_3148,"1969 Corvair Monza",146.55,33,"Classic Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,89.14,151.08
S12_3891,"1969 Ford Falcon",147.07,43,"Classic Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,83.05,173.02
S18_3140,"1903 Ford Model A",124.30,28,"Vintage Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,68.30,136.59
S18_3259,"Collectable Wooden Train",94.79,49,Trains,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,67.56,100.84
S18_4027,"1970 Triumph Spitfire",127.82,39,"Classic Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,91.92,143.62
S18_4522,"1904 Buick Runabout",87.77,47,"Vintage Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,52.66,87.77
S24_2011,"18th century schooner",105.69,30,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,82.34,122.89
S24_3151,"1912 Ford Model T Delivery Wagon",83.20,33,"Vintage Cars",10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,46.91,88.51
S50_1514,"1962 City of Detroit Streetcar",46.86,20,Trains,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,37.49,58.58
S700_1138,"The Schooner Bluenose",64.67,21,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,34.00,66.67
S700_1938,"The Mayflower",79.68,30,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,43.30,86.61
S700_2610,"The USS Constitution Ship",61.44,39,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,33.97,72.28
S700_3505,"The Titanic",99.17,37,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,51.09,100.17
S700_3962,"The Queen Mary",93.35,22,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,53.63,99.31
S72_3212,"Pont Yacht",47.50,28,Ships,10185,2003-11-14,320,"Mini Creations Ltd.","New Bedford",USA,33.30,54.60
S10_4757,"1972 Alfa Romeo GTA",108.80,26,"Classic Cars",10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,85.68,136.00
S18_1662,"1980s Black Hawk Helicopter",137.19,32,Planes,10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,77.27,157.69
S18_3029,"1999 Yamaha Speed Boat",73.12,32,Ships,10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",98.46,46,"Vintage Cars",10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,64.58,105.87
S24_2841,"1900s Vintage Bi-Plane",60.29,22,Planes,10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,34.25,68.51
S24_3420,"1937 Horch 930V Limousine",59.83,21,"Vintage Cars",10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,26.30,65.75
S24_3816,"1940 Ford Delivery Sedan",68.77,36,"Vintage Cars",10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,48.64,83.86
S700_2047,"HMS Bounty",80.56,24,Ships,10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,39.83,90.52
S72_1253,"Boeing X-32A JSF",42.71,28,Planes,10186,2003-11-14,489,"Double Decker Gift Stores, Ltd",London,UK,32.77,49.66
S18_2581,"P-51-D Mustang",70.12,45,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",49.00,84.48
S24_1785,"1928 British Royal Navy Airplane",96.29,46,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",66.74,109.42
S24_3949,"Corsair F4U ( Bird Cage)",55.96,43,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",29.34,68.24
S24_4278,"1900s Vintage Tri-Plane",64.48,33,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",36.23,72.45
S32_4289,"1928 Ford Phaeton Deluxe",61.22,31,"Vintage Cars",10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",33.02,68.79
S50_1341,"1930 Buick Marquette Phaeton",39.71,41,"Vintage Cars",10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",27.06,43.64
S700_1691,"American Airlines: B767-300",84.95,34,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",51.15,91.34
S700_2466,"America West Airlines B757-200",95.73,44,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",68.80,99.72
S700_3167,"F/A 18 Hornet 1/72",72.00,34,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",54.40,80.00
S700_4002,"American Airlines: MD-11S",70.33,44,Planes,10187,2003-11-15,211,"King Kong Collectables, Co.","Central Hong Kong","Hong Kong",36.27,74.03
S10_1678,"1969 Harley Davidson Ultimate Chopper",95.70,48,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",111.80,38,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",182.04,45,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",91.02,193.66
S18_2625,"1936 Harley Davidson El Knucklehead",52.09,32,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",24.23,60.57
S24_1578,"1997 BMW R 1100 S",95.80,25,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",60.86,112.70
S24_2000,"1960 BSA Gold Star DBD34",61.70,40,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",37.32,76.17
S32_1374,"1997 BMW F650 ST",81.91,44,Motorcycles,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",66.92,99.89
S700_2834,"ATA: B757-300",96.11,29,Planes,10188,2003-11-18,167,"Herkku Gifts",Bergen,"Norway  ",59.33,118.65
S12_2823,"2002 Suzuki XREO",138.57,28,Motorcycles,10189,2003-11-18,205,Toys4GrownUps.com,Pasadena,USA,66.27,150.62
S24_2360,"1982 Ducati 900 Monster",58.87,42,Motorcycles,10190,2003-11-19,141,"Euro+ Shopping Channel",Madrid,Spain,47.10,69.26
S32_2206,"1982 Ducati 996 R",38.62,46,Motorcycles,10190,2003-11-19,141,"Euro+ Shopping Channel",Madrid,Spain,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",89.80,42,Motorcycles,10190,2003-11-19,141,"Euro+ Shopping Channel",Madrid,Spain,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",67.53,40,Motorcycles,10190,2003-11-19,141,"Euro+ Shopping Channel",Madrid,Spain,34.17,81.36
S12_1099,"1968 Ford Mustang",155.66,21,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,95.34,194.57
S12_3380,"1968 Dodge Charger",104.52,40,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,75.16,117.44
S12_3990,"1970 Plymouth Hemi Cuda",70.22,30,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,31.92,79.80
S18_3278,"1969 Dodge Super Bee",75.59,36,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,49.05,80.41
S18_3482,"1976 Ford Gran Torino",119.06,23,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,73.49,146.99
S18_3782,"1957 Vespa GS150",60.93,43,Motorcycles,10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,32.95,62.17
S18_4721,"1957 Corvette Convertible",136.90,32,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,69.93,148.80
S24_3371,"1971 Alpine Renault 1600s",53.27,48,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,38.58,61.23
S24_4620,"1961 Chevrolet Impala",77.61,44,"Classic Cars",10191,2003-11-20,259,"Toms Spezialitäten, Ltd",Köln,Germany,32.33,80.84
S12_4675,"1969 Dodge Charger",99.04,27,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,58.73,115.16
S18_1129,"1993 Mazda RX-7",140.12,22,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,83.51,141.54
S18_1589,"1965 Aston Martin DB5",100.80,29,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,65.96,124.44
S18_1889,"1948 Porsche 356-A Roadster",70.84,45,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,53.90,77.00
S18_1984,"1995 Honda Civic",128.03,47,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,93.89,142.25
S18_2870,"1999 Indy 500 Monte Carlo SS",110.88,38,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,56.76,132.00
S18_3232,"1992 Ferrari 360 Spider red",137.17,26,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,77.90,169.34
S18_3685,"1948 Porsche Type 356 Roadster",125.74,45,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,62.16,141.28
S24_1046,"1970 Chevy Chevelle SS 454",72.02,37,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,49.24,73.49
S24_1628,"1966 Shelby Cobra 427 S/C",49.30,47,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,29.18,50.31
S24_2766,"1949 Jaguar XK 120",86.33,46,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,47.25,90.87
S24_2887,"1952 Citroen-15CV",112.74,23,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,72.82,117.44
S24_2972,"1982 Lamborghini Diablo",33.23,30,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,16.24,37.76
S24_3191,"1969 Chevrolet Camaro Z28",69.34,32,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,50.51,85.61
S24_3432,"2002 Chevy Corvette",93.16,46,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,62.11,107.08
S24_3856,"1956 Porsche 356A Coupe",112.34,45,"Classic Cars",10192,2003-11-20,363,"Online Diecast Creations Co.",Nashua,USA,98.30,140.43
S18_1342,"1937 Lincoln Berline",92.47,28,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",46.36,46,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,24.26,53.91
S18_1749,"1917 Grand Touring Sedan",153.00,21,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,86.70,170.00
S18_2248,"1911 Ford Town Car",60.54,42,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",115.69,44,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,58.48,127.13
S18_2795,"1928 Mercedes-Benz SSK",143.44,22,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,72.56,168.75
S18_2949,"1913 Ford Model T Speedster",87.13,28,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",53.09,24,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",97.39,23,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,60.74,104.72
S18_3320,"1917 Maxwell Touring Car",79.37,32,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,57.54,99.21
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",92.03,24,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,43.26,92.03
S18_4933,"1957 Ford Thunderbird",66.28,25,"Classic Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,34.21,71.27
S24_1937,"1939 Chevrolet Deluxe Coupe",32.19,26,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",44.80,20,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,20.61,44.80
S24_3969,"1936 Mercedes Benz 500k Roadster",38.16,22,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,21.75,41.03
S24_4258,"1936 Chrysler Airflow",92.52,20,"Vintage Cars",10193,2003-11-21,471,"Australian Collectables, Ltd","Glen Waverly",Australia,57.46,97.39
